450	pthread_rwlock_clockwrlock	pthread_rwlock_clockwrlock, pthread_rwlock_timedwrlock — lock a read-write lock for writing
451	pthread_rwlock_destroy	pthread_rwlock_destroy, pthread_rwlock_init — destroy and initialize a read-write lock object
452	pthread_rwlock_rdlock	pthread_rwlock_rdlock, pthread_rwlock_tryrdlock — lock a read-write lock object for reading
453	pthread_rwlock_trywrlock	pthread_rwlock_trywrlock, pthread_rwlock_wrlock — lock a read-write lock object for writing
454	pthread_rwlock_unlock	pthread_rwlock_unlock — unlock a read-write lock object
455	pthread_rwlockattr_destroy	pthread_rwlockattr_destroy, pthread_rwlockattr_init — destroy and initialize the read-write lock attributes object
456	pthread_rwlockattr_getpshared	pthread_rwlockattr_getpshared, pthread_rwlockattr_setpshared — get and set the process-shared attribute of the read-write lock attributes object
457	pthread_self	pthread_self — get the calling thread ID
458	pthread_setcancelstate	pthread_setcancelstate, pthread_setcanceltype, pthread_testcancel — set cancelability state
459	pthread_setschedprio	pthread_setschedprio — dynamic thread scheduling parameters access (REALTIME THREADS)
460	pthread_sigmask	pthread_sigmask, sigprocmask — examine and change blocked signals
461	pthread_spin_destroy	pthread_spin_destroy, pthread_spin_init — destroy or initialize a spin lock object
462	pthread_spin_lock	pthread_spin_lock, pthread_spin_trylock — lock a spin lock object
463	pthread_spin_unlock	pthread_spin_unlock — unlock a spin lock object
464	ptsname	ptsname, ptsname_r — get name of the subsidiary pseudo-terminal device
465	putc	putc — put a byte on a stream
466	putchar	putchar — put a byte on a stdout stream
467	putenv	putenv — change or add a value to an environment
468	puts	puts — put a string on standard output
469	putwc	putwc — put a wide character on a stream
470	putwchar	putwchar — put a wide character on a stdout stream
471	qsort	qsort, qsort_r — sort a table of data
472	quick_exit	quick_exit — terminate a process
473	raise	raise — send a signal to the executing process
474	rand	rand, srand — pseudo-random number generator
475	read	pread, read — read from a file
476	readdir	readdir, readdir_r — read a directory
477	readlink	readlink, readlinkat — read the contents of a symbolic link
478	readv	readv — read a vector
479	realloc	realloc, reallocarray — memory reallocators
480	realpath	realpath — resolve a pathname
481	recv	recv — receive a message from a connected socket
482	recvfrom	recvfrom — receive a message from a socket
483	recvmsg	recvmsg — receive a message from a socket
484	regcomp	regcomp, regerror, regexec, regfree — regular expression matching
485	remainder	remainder, remainderf, remainderl — remainder function
486	remove	remove — remove a file
487	remquo	remquo, remquof, remquol — remainder functions
488	rename	rename, renameat — rename file
489	rewind	rewind — reset the file position indicator in a stream
490	rewinddir	rewinddir — reset the position of a directory stream to the beginning of a directory
491	rint	rint, rintf, rintl — round-to-nearest integral value
492	rmdir	rmdir — remove a directory
493	round	round, roundf, roundl — round to the nearest integer value in a floating-point format
494	scalbln	scalbln, scalblnf, scalblnl, scalbn, scalbnf, scalbnl — compute exponent using FLT_RADIX
495	sched_get_priority_max	sched_get_priority_max, sched_get_priority_min — get priority limits (REALTIME)
496	sched_getparam	sched_getparam — get scheduling parameters (REALTIME)
497	sched_getscheduler	sched_getscheduler — get scheduling policy (REALTIME)
498	sched_rr_get_interval	sched_rr_get_interval — get execution time limits (REALTIME)
499	sched_setparam	sched_setparam — set scheduling parameters (REALTIME)
500	sched_setscheduler	sched_setscheduler — set scheduling policy and parameters (REALTIME)
501	sched_yield	sched_yield — yield the processor
502	seekdir	seekdir — set the position of a directory stream
503	sem_clockwait	sem_clockwait, sem_timedwait — lock a semaphore
504	sem_close	sem_close — close a named semaphore
505	sem_destroy	sem_destroy — destroy an unnamed semaphore
506	sem_getvalue	sem_getvalue — get the value of a semaphore
507	sem_init	sem_init — initialize an unnamed semaphore
508	sem_open	sem_open — initialize and open a named semaphore
509	sem_post	sem_post — unlock a semaphore
510	sem_trywait	sem_trywait, sem_wait — lock a semaphore
511	sem_unlink	sem_unlink — remove a named semaphore
512	semctl	semctl — XSI semaphore control operations
513	semget	semget — get set of XSI semaphores
514	semop	semop — XSI semaphore operations
515	send	send — send a message on a socket
516	sendmsg	sendmsg — send a message on a socket using a message structure
517	sendto	sendto — send a message on a socket
518	setbuf	setbuf — assign buffering to a stream
519	setegid	setegid — set the effective group ID
520	setenv	setenv — add or change environment variable
521	seteuid	seteuid — set effective user ID
522	setgid	setgid — set-group-ID
523	setjmp	setjmp — set jump point for a non-local goto
524	setkey	setkey — set encoding key (CRYPT)
525	setlocale	setlocale — set program locale
526	setpgid	setpgid — set process group ID for job control
527	setregid	setregid — set real and effective group IDs
528	setresgid	setresgid — set real group ID, effective group ID, and saved set-group-ID
529	setresuid	setresuid — set real user ID, effective user ID, and saved set-user-ID
530	setreuid	setreuid — set real and effective user IDs
531	setsid	setsid — create session and set process group ID
532	setsockopt	setsockopt — set the socket options
533	setuid	setuid — set user ID
534	setvbuf	setvbuf — assign buffering to a stream
535	shm_open	shm_open — open a shared memory object (REALTIME)
536	shm_unlink	shm_unlink — remove a shared memory object (REALTIME)
537	shmat	shmat — XSI shared memory attach operation
538	shmctl	shmctl — XSI shared memory control operations
539	shmdt	shmdt — XSI shared memory detach operation
540	shmget	shmget — get an XSI shared memory segment
541	shutdown	shutdown — shut down socket send and receive operations
542	sig2str	sig2str, str2sig — translate between signal names and numbers
543	sigaction	sigaction — examine and change a signal action
544	sigaddset	sigaddset — add a signal to a signal set
545	sigaltstack	sigaltstack — set and get signal alternate stack context
546	sigdelset	sigdelset — delete a signal from a signal set
547	sigemptyset	sigemptyset — initialize and empty a signal set
548	sigfillset	sigfillset — initialize and fill a signal set
549	sigismember	sigismember — test for a signal in a signal set
550	siglongjmp	siglongjmp — non-local goto with signal handling
551	signal	signal — signal management
552	signbit	signbit — test sign
553	sigpending	sigpending — examine pending signals
554	sigqueue	sigqueue — queue a signal to a process
555	sigsetjmp	sigsetjmp — set jump point for a non-local goto
556	sigsuspend	sigsuspend — wait for a signal
557	sigtimedwait	sigtimedwait, sigwaitinfo — wait for queued signals
558	sigwait	sigwait — wait for queued signals
559	sin	sin, sinf, sinl — sine function
560	sinh	sinh, sinhf, sinhl — hyperbolic sine functions
561	sleep	sleep — suspend execution for an interval of time
562	sockatmark	sockatmark — determine whether a socket is at the out-of-band mark
563	socket	socket — create an endpoint for communication
564	socketpair	socketpair — create a pair of connected sockets
565	sqrt	sqrt, sqrtf, sqrtl — square root function
566	stdin	stderr, stdin, stdout — standard I/O streams
567	strcasecmp	strcasecmp, strcasecmp_l, strncasecmp, strncasecmp_l — case-insensitive string comparisons
568	strcat	strcat — concatenate two strings
569	strchr	strchr — string scanning operation
570	strcmp	strcmp — compare two strings
571	strcoll	strcoll, strcoll_l — string comparison using collating information
572	strcpy	stpcpy, strcpy — copy a string
573	strcspn	strcspn — get the length of a complementary substring
574	strdup	strdup, strndup — duplicate a specific number of bytes from a string
575	strerror	strerror, strerror_l, strerror_r — get error message string
576	strfmon	strfmon, strfmon_l — convert monetary value to a string
577	strftime	strftime, strftime_l — convert date and time to a string
578	strlcat	strlcat, strlcpy — size-bounded string concatenation and copying
579	strlen	strlen, strnlen — get length of fixed size string
580	strncat	strncat — concatenate a string with part of another
581	strncmp	strncmp — compare part of two strings
582	strncpy	stpncpy, strncpy — copy fixed length string, returning a pointer to the array end
583	strpbrk	strpbrk — scan a string for a byte
584	strptime	strptime — date and time conversion
585	strrchr	strrchr — string scanning operation
586	strsignal	strsignal — get signal message string
587	strspn	strspn — get length of a substring
588	strstr	strstr — find a substring
589	strtod	strtod, strtof, strtold — convert a string to a double-precision number
590	strtoimax	strtoimax, strtoumax — convert string to integer type
591	strtok	strtok, strtok_r — split string into tokens
592	strtol	strtol, strtoll — convert a string to a long integer
593	strtoul	strtoul, strtoull — convert a string to an unsigned long
594	strxfrm	strxfrm, strxfrm_l — string transformation
595	swab	swab — swap bytes
596	symlink	symlink, symlinkat — make a symbolic link
597	sync	sync — schedule file system updates
598	sysconf	sysconf — get configurable system variables
599	system	system — issue a command
600	tan	tan, tanf, tanl — tangent function
601	tanh	tanh, tanhf, tanhl — hyperbolic tangent functions
602	tcdrain	tcdrain — wait for transmission of output
603	tcflow	tcflow — suspend or restart the transmission or reception of data
604	tcflush	tcflush — flush non-transmitted output data, non-read input data, or both
605	tcgetattr	tcgetattr — get the parameters associated with the terminal
606	tcgetpgrp	tcgetpgrp — get the foreground process group ID
607	tcgetsid	tcgetsid — get the process group ID for the session leader for the controlling terminal
608	tcgetwinsize	tcgetwinsize — get the size of a terminal window
609	tcsendbreak	tcsendbreak — send a break for a specific duration
610	tcsetattr	tcsetattr — set the parameters associated with the terminal
611	tcsetpgrp	tcsetpgrp — set the foreground process group ID
612	tcsetwinsize	tcsetwinsize — set the size of a terminal window
613	tdelete	tdelete, tfind, tsearch, twalk — manage a binary search tree
614	telldir	telldir — current location of a named directory stream
615	tgamma	tgamma, tgammaf, tgammal — compute gamma() function
616	thrd_create	thrd_create — thread creation
617	thrd_current	thrd_current — get the calling thread ID
618	thrd_detach	thrd_detach — detach a thread
619	thrd_equal	thrd_equal — compare thread IDs
620	thrd_exit	thrd_exit — thread termination
621	thrd_join	thrd_join — wait for thread termination
622	thrd_sleep	thrd_sleep — suspend execution for an interval
623	thrd_yield	thrd_yield — yield the processor
624	time	time — get time
625	timer_create	timer_create — create a per-process timer
626	timer_delete	timer_delete — delete a per-process timer
627	timer_getoverrun	timer_getoverrun, timer_gettime, timer_settime — per-process timers
628	times	times — get process and waited-for child process times
629	timespec_get	timespec_get — get time
630	tmpfile	tmpfile — create a temporary file
631	tmpnam	tmpnam — create a name for a temporary file
632	tolower	tolower, tolower_l — transliterate uppercase characters to lowercase
633	toupper	toupper, toupper_l — transliterate lowercase characters to uppercase
634	towctrans	towctrans, towctrans_l — wide-character transliteration
635	towlower	towlower, towlower_l — transliterate uppercase wide-character code to lowercase
636	towupper	towupper, towupper_l — transliterate lowercase wide-character code to uppercase
637	trunc	trunc, truncf, truncl — round to truncated integer value
638	truncate	truncate — truncate a file to a specified length
639	tss_create	tss_create — thread-specific data key creation
640	tss_delete	tss_delete — thread-specific data key deletion
641	tss_get	tss_get, tss_set — thread-specific data management
642	ttyname	ttyname, ttyname_r — find the pathname of a terminal
643	tzset	daylight, timezone, tzname, tzset — set timezone conversion information
644	umask	umask — set and get the file mode creation mask
645	uname	uname — get the name of the current system
646	ungetc	ungetc — push byte back into input stream
647	ungetwc	ungetwc — push wide-character code back into the input stream
648	unlink	unlink, unlinkat — remove a directory entry
649	unlockpt	unlockpt — unlock a pseudo-terminal manager/subsidiary pair
650	unsetenv	unsetenv — remove an environment variable
651	uselocale	uselocale — use locale in current thread
652	vfprintf	vasprintf, vdprintf, vfprintf, vprintf, vsnprintf, vsprintf — format output of a stdarg argument list
653	vfscanf	vfscanf, vscanf, vsscanf — format input of a stdarg argument list
654	vfwprintf	vfwprintf, vswprintf, vwprintf — wide-character formatted output of a stdarg argument list
655	vfwscanf	vfwscanf, vswscanf, vwscanf — wide-character formatted input of a stdarg argument list
656	wait	wait, waitpid — wait for a child process to stop or terminate
657	waitid	waitid — wait for a child process to change state
658	wcrtomb	wcrtomb — convert a wide-character code to a character (restartable)
659	wcscasecmp	wcscasecmp, wcscasecmp_l, wcsncasecmp, wcsncasecmp_l — case-insensitive wide-character string comparison
660	wcscat	wcscat — concatenate two wide-character strings
661	wcschr	wcschr — wide-character string scanning operation
662	wcscmp	wcscmp — compare two wide-character strings
663	wcscoll	wcscoll, wcscoll_l — wide-character string comparison using collating information
664	wcscpy	wcpcpy, wcscpy — copy a wide-character string, returning a pointer to its end
665	wcscspn	wcscspn — get the length of a complementary wide substring
666	wcsdup	wcsdup — duplicate a wide-character string
667	wcsftime	wcsftime — convert date and time to a wide-character string
668	wcslcat	wcslcat, wcslcpy — size-bounded wide string concatenation and copying
669	wcslen	wcslen, wcsnlen — get length of a fixed-sized wide-character string
670	wcsncat	wcsncat — concatenate a wide-character string with part of another
671	wcsncmp	wcsncmp — compare part of two wide-character strings
672	wcsncpy	wcpncpy, wcsncpy — copy a fixed-size wide-character string, returning a pointer to its end
673	wcspbrk	wcspbrk — scan a wide-character string for a wide-character code
674	wcsrchr	wcsrchr — wide-character string scanning operation
675	wcsrtombs	wcsnrtombs, wcsrtombs — convert a wide-character string to a character string (restartable)
676	wcsspn	wcsspn — get the length of a wide substring
677	wcsstr	wcsstr — find a wide-character substring
678	wcstod	wcstod, wcstof, wcstold — convert a wide-character string to a double-precision number
679	wcstoimax	wcstoimax, wcstoumax — convert a wide-character string to an integer type
680	wcstok	wcstok — split a wide-character string into tokens
681	wcstol	wcstol, wcstoll — convert a wide-character string to a long integer
682	wcstombs	wcstombs — convert a wide-character string to a character string
683	wcstoul	wcstoul, wcstoull — convert a wide-character string to an unsigned long
684	wcswidth	wcswidth — number of column positions of a wide-character string
685	wcsxfrm	wcsxfrm, wcsxfrm_l — wide-character string transformation
686	wctob	wctob — wide-character to single-byte conversion
687	wctomb	wctomb — convert a wide-character code to a character
688	wctrans	wctrans, wctrans_l — define character mapping
689	wctype	wctype, wctype_l — define character class
690	wcwidth	wcwidth — number of column positions of a wide-character code
691	wmemchr	wmemchr — find a wide character in memory
692	wmemcmp	wmemcmp — compare wide characters in memory
693	wmemcpy	wmemcpy — copy wide characters in memory
694	wmemmove	wmemmove — copy wide characters in memory with overlapping areas
695	wmemset	wmemset — set wide characters in memory
696	wordexp	wordexp, wordfree — perform word expansions
697	write	pwrite, write — write on a file
698	writev	writev — write a vector
699	y0	y0, y1, yn — Bessel functions of the second kind
